data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7746975,31,AZE17023,17023,"08 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Armenia (2018-)",,8,"Military Forces of Azerbaijan (2003-)",,1,18,"Caucasus and Central Asia",Azerbaijan,Tovuz,,,Tovuz,40.9924,45.6159,2,"Ministry of Defence of Azerbaijan; Aysor Am; Human Rights Ombudsman Of The Republic Of Artsakh; AzVision",Other-National,"On 8 November 2020, the Azerbaijani military position in Tovuz region was shelled by the military forces of Armenia located in Berd, Vardenis and Noyemberyan, according to the ministry of defence of Azerbaijan [coded to Tovuz with GP2]. There is no information on casualties mentioned by the source. As of 3 March 2021, Azerbaijani forces announced 2881 fatalities, Armenian forces announced 3777 fatalities. Fatalities were not disaggregated according to locations or date. The previously-coded specific number of fatalities are subtracted from these overall numbers. Additionally, for the Armenian side, 72 civilian fatalities reported by the Artsakh Ombudsman were subtracted from the overall number of fatalities as fatalities announced by Armenian sources included civilians. Total of 5527 fatalities are split across 421 events (13 fatalities coded to 367 events, 14 fatalities coded to 54 events).",13,1615848040,AZE
7302864,31,AZE17020,17020,"08 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Stepanakert,,,Stepanakert,39.8246,46.7535,1,Hetq,Regional,"On 8 November 2020, one civilian from Artsakh was wounded during the shelling of Stepanakert city by Azerbaijani forces.",0,1605565622,AZE
7311059,31,AZE17094,17094,"08 November 2020",2020,2,"Violence against civilians",Attack,"Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Shusha,,,Shusha,39.7601,46.7499,2,"Sputnik Armenia",Regional,"Around 8 November 2020 (between 5 - 10 November), bodies of 3 civilians were recovered in Shusha city, killed by Azerbaijani sources, according to the ombudsman of Artsakh.",3,1606240855,AZE
7302893,31,AZE17010,17010,"08 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Agdam,,,Alibeili,40.0924,47.1579,2,"Ministry of Defence of Azerbaijan",Other,"On 8 November 2020, Aghdam region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Alibeili with GP2]",0,1605565622,AZE
7302895,31,AZE17022,17022,"08 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Ministry of Defence of Azerbaijan",Other,"On 8 November 2020, Tartar region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan [coded to Terter with GP2]. There is no information on casualties mentioned by the source.",0,1605565622,AZE
7302898,31,AZE17008,17008,"08 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Aghjabadi,,,Agdjabadi,40.048,47.4601,2,"Ministry of Defence of Azerbaijan",Other,"On 8 November 2020, Agdjabadi region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source. [coded to Agdjabadi with GP2]",0,1605565622,AZE
7295876,31,AZE17002,17002,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Stepanakert,,,Stepanakert,39.8246,46.7535,1,Hetq,Regional,"On 7 November 2020, Stepanakert city was shelled by Azerbaijani forces. No information about casualties.",0,1604952032,AZE
7295882,31,AZE17000,17000,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Shusha,,,Shusha,39.7601,46.7499,1,Hetq,Regional,"On 7 November 2020, Shushi (Shusha) city was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",0,1604952032,AZE
7295938,31,AZE16982,16982,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Agdam,,,Chullu,40.1667,47.1392,1,"Ministry of Defence of Azerbaijan",Other,"On 7 November 2020, Chullu village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952032,AZE
7295952,31,AZE16997,16997,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Qazyan,40.2398,47.0302,1,"Ministry of Defence of Azerbaijan",Other,"On 7 November 2020, Qazyan village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7295975,31,AZE16983,16983,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Agdam,,,Chyraqly,40.1244,47.0252,1,"Ministry of Defence of Azerbaijan",Other,"On 7 November 2020, Chyraqly village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7295976,31,AZE16980,16980,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Barda,,,Ayrija,40.4496,47.2495,1,"Ministry of Defence of Azerbaijan",Other,"On 7 November 2020, one civilian was killed during the shelling of Ayrija village by military forces of Artsakh.",1,1604952033,AZE
7295979,31,AZE16987,16987,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Huseynli,40.2113,47.0822,1,"Ministry of Defence of Azerbaijan",Other,"On 7 November 2020, Huseynli village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7295980,31,AZE16998,16998,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Aghjabadi,,,Qiyamaddinli,39.9743,47.1124,1,"Ministry of Defence of Azerbaijan",Other,"On 7 November 2020, Qiyamaddinli city was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7295982,31,AZE16999,16999,"07 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Shikharkh,40.3318,46.8882,1,"Ministry of Defence of Azerbaijan",Other,"On 7 November 2020, Shikharkh city was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7296057,31,AZE16971,16971,"06 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Shusha,,,Shusha,39.7601,46.7499,1,Tert,Regional,"On 6 November 2020, Shushi (Shusha) city was shelled by Azerbaijani forces. There is no information on casualties.",0,1604952033,AZE
7296058,31,AZE16973,16973,"06 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Civilians (Azerbaijan)",,7,17,"Caucasus and Central Asia",Azerbaijan,Stepanakert,,,Stepanakert,39.8246,46.7535,1,Tert,Regional,"On 6 November 2020, three civilians from Artsakh were killed during the shelling of Stepanakert city by Azerbaijani forces. No information about casualties.",3,1604952033,AZE
7295931,31,AZE16975,16975,"06 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,1,"Ministry of Defence of Azerbaijan",Other,"On 6 November 2020, Terter city was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952032,AZE
7295948,31,AZE16962,16962,"06 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Gaynag,40.2679,47.0206,1,"Ministry of Defence of Azerbaijan",Other,"On 6 November 2020, Gaynag village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7295966,31,AZE16969,16969,"06 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Qapanli,40.2628,46.9664,1,"Ministry of Defence of Azerbaijan",Other,"On 6 November 2020, Qapanli village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7295967,31,AZE16970,16970,"06 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Qazyan,40.2398,47.0302,1,"Ministry of Defence of Azerbaijan",Other,"On 6 November 2020, Qazyan village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7295970,31,AZE16974,16974,"06 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Goranboy,,,"Tap Qaraqoyunlu",40.4283,46.7688,1,"Ministry of Defence of Azerbaijan",Other,"On 6 November 2020, Tap Qaraqoyunlu city was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7295986,31,AZE16964,16964,"06 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Huseynli,40.2113,47.0822,1,"Ministry of Defence of Azerbaijan",Other,"On 6 November 2020, Huseynli village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7296006,31,AZE16953,16953,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Shusha,,,Shusha,39.7601,46.7499,2,"News Am",Regional,"On 5 November 2020, neighboring villages of Shushi (Shusha) city was shelled by Azerbaijani forces. There is no information on casualties.",0,1604952033,AZE
7296009,31,AZE16955,16955,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Stepanakert,,,Stepanakert,39.8246,46.7535,1,"News Am",Regional,"On 5 November 2020, Stepanakert city was shelled by Azerbaijani forces. No information about casualties.",0,1604952033,AZE
7296011,31,AZE16952,16952,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Shusha,,,Shusha,39.7601,46.7499,1,"News Am",Regional,"On 5 November 2020, Shushi (Shusha) city was shelled by Azerbaijani forces. There is no information on casualties.",0,1604952033,AZE
7296019,31,AZE16940,16940,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Goranboy,,,Goranboy,40.6083,46.7886,2,"Report Az",National,"On 5 November 2020, the villages of Goranboy region were shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7296020,31,AZE16941,16941,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Agdam,,,Hajyturaly,40.0136,47.1195,1,"Report Az",National,"On 5 November 2020, Hajyturaly village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. No casualties occured.",0,1604952033,AZE
7296022,31,AZE16957,16957,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,1,"Report Az",National,"On 5 November 2020, Terter city was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7296023,31,AZE16951,16951,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Sahlabad,40.3288,46.9463,1,"Report Az",National,"On 5 November 2020, Sahlabad village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7296027,31,AZE16958,16958,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Tartar,,,Terter,40.3428,46.9317,2,"Report Az",National,"On 5 November 2020, Tartar region was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan [coded to Terter with GP2]. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7296028,31,AZE16936,16936,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Agdam,,,Afatly,40.0097,47.0901,1,"Report Az",National,"On 5 November 2020, Afatly village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. No casualties occured.",0,1604952033,AZE
7296029,31,AZE16950,16950,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Artsakh (2007-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Aghjabadi,,,Qiyamaddinli,39.9743,47.1124,1,"Report Az",National,"On 5 November 2020, Qiyamaddinli village was shelled by Artsakh forces, according to the ministry of defense of Azerbaijan. There is no information on casualties mentioned by the source.",0,1604952033,AZE
7746927,31,AZE16937,16937,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Armenia (2018-)",,8,"Military Forces of Azerbaijan (2003-)",,1,18,"Caucasus and Central Asia",Azerbaijan,Dashkasan,,,Dashkasan,40.5212,46.0817,2,"AzVision; Aysor Am; Report Az; Human Rights Ombudsman Of The Republic Of Artsakh",National-Regional,"On 5 November 2020, the Azerbaijani military position in Dashkasan region was shelled by the military forces of Armenia located in Berd, Vardenis and Noyemberyan, according to the ministry of defence of Azerbaijan [coded to Dashkasan with GP2]. There is no information on casualties mentioned by the source. As of 3 March 2021, Azerbaijani forces announced 2881 fatalities, Armenian forces announced 3777 fatalities. Fatalities were not disaggregated according to locations or date. The previously-coded specific number of fatalities are subtracted from these overall numbers. Additionally, for the Armenian side, 72 civilian fatalities reported by the Artsakh Ombudsman were subtracted from the overall number of fatalities as fatalities announced by Armenian sources included civilians. Total of 5527 fatalities are split across 421 events (13 fatalities coded to 367 events, 14 fatalities coded to 54 events).",13,1615848040,AZE
7746929,31,AZE16939,16939,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Armenia (2018-)",,8,"Military Forces of Azerbaijan (2003-)",,1,18,"Caucasus and Central Asia",Azerbaijan,Agstafa,,,Gazakh,41.0929,45.3709,2,"AzVision; Report Az; Aysor Am; Human Rights Ombudsman Of The Republic Of Artsakh",National-Regional,"On 5 November 2020, the Azerbaijani military position in Qazakh region was shelled by the military forces of Armenia located in Berd, Vardenis and Noyemberyan, according to the ministry of defence of Azerbaijan [coded to Gazakh with GP2]. There is no information on casualties mentioned by the source. As of 3 March 2021, Azerbaijani forces announced 2881 fatalities, Armenian forces announced 3777 fatalities. Fatalities were not disaggregated according to locations or date. The previously-coded specific number of fatalities are subtracted from these overall numbers. Additionally, for the Armenian side, 72 civilian fatalities reported by the Artsakh Ombudsman were subtracted from the overall number of fatalities as fatalities announced by Armenian sources included civilians. Total of 5527 fatalities are split across 421 events (13 fatalities coded to 367 events, 14 fatalities coded to 54 events).",13,1618495556,AZE
7746937,31,AZE16960,16960,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Armenia (2018-)",,8,"Military Forces of Azerbaijan (2003-)",,1,18,"Caucasus and Central Asia",Azerbaijan,Tovuz,,,Tovuz,40.9924,45.6159,2,"Report Az; AzVision; Aysor Am; Human Rights Ombudsman Of The Republic Of Artsakh",National-Regional,"On 5 November 2020, the Azerbaijani military position in Tovuz region was shelled by the military forces of Armenia located in Berd, Vardenis and Noyemberyan, according to the Ministry of Defence of Azerbaijan [coded to Tovuz with GP2]. There is no information on casualties mentioned by the source. As of 3 March 2021, Azerbaijani forces announced 2881 fatalities, Armenian forces announced 3777 fatalities. Fatalities were not disaggregated according to locations or date. The previously-coded specific number of fatalities are subtracted from these overall numbers. Additionally, for the Armenian side, 72 civilian fatalities reported by the Artsakh Ombudsman were subtracted from the overall number of fatalities as fatalities announced by Armenian sources included civilians. Total of 5527 fatalities are split across 421 events (13 fatalities coded to 367 events, 14 fatalities coded to 54 events).",13,1615848040,AZE
7871376,31,AZE16944,16944,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Martuni,,,Khojavend,39.795,47.1117,1,"News Am",Regional,"On 5 November 2020, Martuni (Khojavend) city was shelled by Azerbaijani forces. There is no information on casualties.",0,1618598519,AZE
7871377,31,AZE16946,16946,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Kashatagh,,,Lachin,39.6404,46.5488,2,"News Am",Regional,"On 5 November 2020, neighboring villages of Lachin (Berdzor) city was shelled by Azerbaijani forces. There is no information on casualties.",0,1618598519,AZE
7871378,31,AZE16947,16947,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,,,0,10,"Caucasus and Central Asia",Azerbaijan,Kashatagh,,,Lachin,39.6404,46.5488,1,"News Am",Regional,"On 5 November 2020, Lachin (Berdzor) city was shelled by Azerbaijani forces. There is no information on casualties.",0,1618598519,AZE
7871385,31,AZE16959,16959,"05 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,1,"Military Forces of Artsakh (2007-)",,1,11,"Caucasus and Central Asia",Azerbaijan,Martakert,,,Tonashen,40.3032,46.6949,1,"AzVision; Aysor Am; Ministry of Defence of Azerbaijan; Human Rights Ombudsman Of The Republic Of Artsakh",Other-National,"On 5 November 2020, Azerbaijani army, with the use of artillery, destroyed Artsakh military equipment and infrastructures in Tonashen village, according to the Ministry of Defence of Azerbaijan. No specific mention of fatalities. As of 3 March 2021, Azerbaijani forces announced 2881 fatalities, Armenian forces announced 3777 fatalities. Fatalities were not disaggregated according to locations or date. The previously-coded specific number of fatalities are subtracted from these overall numbers. Additionally, for the Armenian side, 72 civilian fatalities reported by the Artsakh Ombudsman were subtracted from the overall number of fatalities as fatalities announced by Armenian sources included civilians. Total of 5527 fatalities are split across 421 events (13 fatalities coded to 367 events, 14 fatalities coded to 54 events).",13,1618598519,AZE
